PO#,Ship From,Destination,Status,Total Amount,Expected Arrival,Carrier Reference,Internal Notes
PO-733050,Tokyo Port,Dallas DC,IN_TRANSIT,139971.72,2026-04-09 19:51:24,CARR-7180,Handle with care
PO-906636,Los Angeles Port,Shanghai Port,DELAYED,152729.43,2026-03-16 19:51:24,CARR-2731,
PO-239782,Tokyo Port,Berlin Factory,IN_TRANSIT,50252.16,2026-04-11 19:51:24,CARR-4473,
PO-637717,Tokyo Port,Shanghai Port,AT_PORT,241943.26,2026-04-10 19:51:24,CARR-7730,
PO-134428,Tokyo Port,Berlin Factory,IN_TRANSIT,246864.43,2026-03-22 19:51:24,CARR-4596,Handle with care
PO-770411,Tokyo Port,Berlin Factory,IN_TRANSIT,187085.87,2026-03-23 19:51:24,CARR-3061,
PO-709951,Shanghai Port,Dallas DC,IN_TRANSIT,161137.91,2026-04-10 19:51:24,CARR-7229,Handle with care
PO-167418,Los Angeles Port,Berlin Factory,IN_TRANSIT,93944.3,2026-04-11 19:51:24,CARR-1205,
PO-115674,Rotterdam,Shanghai Port,AT_PORT,206854.72,2026-03-27 19:51:24,CARR-5587,
PO-570110,Tokyo Port,Berlin Factory,CUSTOMS_HOLD,50888.87,2026-03-18 19:51:24,CARR-4169,
PO-471930,Berlin Factory,Dallas DC,AT_PORT,43479.38,2026-03-22 19:51:24,CARR-9951,
PO-315696,Shanghai Port,Rotterdam,AT_PORT,182925.65,2026-04-04 19:51:24,CARR-4071,
PO-927593,Rotterdam,Shanghai Port,IN_TRANSIT,10828.97,2026-04-01 19:51:24,CARR-7931,
PO-511822,Berlin Factory,Shanghai Port,IN_TRANSIT,107240.39,2026-03-17 19:51:24,CARR-1186,Handle with care
PO-854875,Los Angeles Port,Rotterdam,AT_PORT,211290.73,2026-04-02 19:51:24,CARR-3721,Handle with care
PO-670957,Los Angeles Port,Rotterdam,IN_TRANSIT,72170.05,2026-04-18 19:51:24,CARR-6704,
PO-310129,Berlin Factory,Los Angeles Port,AT_PORT,136580.93,2026-04-19 19:51:24,CARR-9631,Handle with care
PO-930142,Shanghai Port,Berlin Factory,AT_PORT,56341.35,2026-03-29 19:51:24,CARR-4611,
PO-220193,Shanghai Port,Los Angeles Port,DELIVERED,223532.67,2026-03-28 19:51:24,CARR-1233,
PO-566318,Dallas DC,Los Angeles Port,DELIVERED,220096.28,2026-03-27 19:51:24,CARR-9991,
PO-401335,Tokyo Port,Los Angeles Port,IN_TRANSIT,141066.24,2026-03-17 19:51:24,CARR-9809,
PO-968458,Los Angeles Port,Tokyo Port,IN_TRANSIT,247116.45,2026-04-21 19:51:24,CARR-1863,Handle with care
PO-984599,Rotterdam,Los Angeles Port,AT_PORT,90795.14,2026-03-30 19:51:24,CARR-3604,
PO-794641,Tokyo Port,Los Angeles Port,DELIVERED,99994.3,2026-04-22 19:51:24,CARR-2019,
PO-180947,Berlin Factory,Shanghai Port,IN_TRANSIT,159531.92,2026-03-23 19:51:24,CARR-2145,
PO-662972,Los Angeles Port,Shanghai Port,IN_TRANSIT,37518.27,2026-03-19 19:51:24,CARR-7058,
PO-880459,Rotterdam,Tokyo Port,IN_TRANSIT,233714.88,2026-03-30 19:51:24,CARR-5433,
PO-141996,Dallas DC,Berlin Factory,IN_TRANSIT,96810.79,2026-03-31 19:51:24,CARR-8066,Handle with care
PO-441118,Tokyo Port,Shanghai Port,IN_TRANSIT,14410.79,2026-03-22 19:51:24,CARR-9823,
PO-605231,Rotterdam,Los Angeles Port,AT_PORT,244382.46,2026-03-20 19:51:24,CARR-2989,
PO-975620,Dallas DC,Los Angeles Port,DELIVERED,42704.36,2026-04-17 19:51:24,CARR-8490,
PO-448596,Tokyo Port,Dallas DC,AT_PORT,130309.83,2026-03-29 19:51:24,CARR-4898,
PO-260409,Dallas DC,Tokyo Port,IN_TRANSIT,169333.82,2026-03-14 19:51:24,CARR-1557,
PO-668756,Tokyo Port,Los Angeles Port,DELAYED,81576.66,2026-04-22 19:51:24,CARR-5304,
PO-271673,Shanghai Port,Rotterdam,IN_TRANSIT,8204.39,2026-04-06 19:51:24,CARR-2914,
PO-621857,Tokyo Port,Berlin Factory,IN_TRANSIT,246616.79,2026-04-19 19:51:24,CARR-1645,
PO-269060,Rotterdam,Shanghai Port,CUSTOMS_HOLD,57721.88,2026-04-21 19:51:24,CARR-8851,
PO-825052,Dallas DC,Shanghai Port,DELIVERED,191365.8,2026-04-14 19:51:24,CARR-8877,
PO-724882,Shanghai Port,Tokyo Port,IN_TRANSIT,216366.77,2026-04-08 19:51:24,CARR-7954,
PO-493850,Tokyo Port,Shanghai Port,AT_PORT,84843.61,2026-03-22 19:51:24,CARR-5619,
PO-929560,Los Angeles Port,Tokyo Port,IN_TRANSIT,134001.41,2026-04-03 19:51:24,CARR-7368,
PO-650149,Shanghai Port,Berlin Factory,IN_TRANSIT,242009.31,2026-04-11 19:51:24,CARR-4659,
PO-169231,Tokyo Port,Los Angeles Port,IN_TRANSIT,137958.41,2026-04-21 19:51:24,CARR-5503,
PO-494049,Rotterdam,Dallas DC,DELIVERED,60629.52,2026-03-14 19:51:24,CARR-2511,
PO-650362,Berlin Factory,Dallas DC,AT_PORT,79825.25,2026-03-19 19:51:24,CARR-2583,
PO-652753,Shanghai Port,Berlin Factory,DELIVERED,71922.09,2026-04-18 19:51:24,CARR-3516,
PO-271345,Los Angeles Port,Rotterdam,IN_TRANSIT,74402.85,2026-03-26 19:51:24,CARR-2089,Handle with care
PO-616316,Rotterdam,Dallas DC,IN_TRANSIT,55893.2,2026-04-17 19:51:24,CARR-3583,
PO-316899,Berlin Factory,Los Angeles Port,IN_TRANSIT,176158.97,2026-04-12 19:51:24,CARR-5041,
PO-218311,Berlin Factory,Shanghai Port,AT_PORT,68736.19,2026-03-25 19:51:24,CARR-9729,
PO-765035,Dallas DC,Rotterdam,IN_TRANSIT,12317.5,2026-03-16 19:51:24,CARR-6937,
PO-711102,Dallas DC,Shanghai Port,IN_TRANSIT,176596.89,2026-04-21 19:51:24,CARR-7843,
PO-515186,Rotterdam,Dallas DC,IN_TRANSIT,190990.25,2026-03-25 19:51:24,CARR-3845,Handle with care
PO-538786,Berlin Factory,Rotterdam,IN_TRANSIT,40733.31,2026-04-21 19:51:24,CARR-7570,
PO-987201,Dallas DC,Rotterdam,AT_PORT,139307.46,2026-03-15 19:51:24,CARR-7355,
PO-674496,Tokyo Port,Los Angeles Port,AT_PORT,134387.7,2026-04-12 19:51:24,CARR-8500,
PO-707415,Tokyo Port,Los Angeles Port,IN_TRANSIT,202120.11,2026-03-15 19:51:24,CARR-3490,
PO-739929,Dallas DC,Rotterdam,CUSTOMS_HOLD,138233.91,2026-03-16 19:51:24,CARR-1422,
PO-307084,Tokyo Port,Berlin Factory,DELIVERED,43413.19,2026-04-04 19:51:24,CARR-1127,Handle with care
PO-469152,Rotterdam,Dallas DC,DELIVERED,223858.86,2026-03-23 19:51:24,CARR-4172,
PO-562965,Rotterdam,Berlin Factory,AT_PORT,42262.17,2026-04-02 19:51:24,CARR-4979,
PO-823074,Dallas DC,Shanghai Port,CUSTOMS_HOLD,95041.99,2026-04-19 19:51:24,CARR-2649,
PO-902538,Rotterdam,Los Angeles Port,IN_TRANSIT,61554.05,2026-03-16 19:51:24,CARR-8328,Handle with care
PO-251852,Dallas DC,Tokyo Port,AT_PORT,229547.65,2026-03-25 19:51:24,CARR-3862,
PO-299539,Dallas DC,Shanghai Port,DELAYED,5885.35,2026-04-03 19:51:24,CARR-3771,
PO-590848,Berlin Factory,Rotterdam,IN_TRANSIT,102057.68,2026-04-14 19:51:24,CARR-5647,
PO-486509,Dallas DC,Los Angeles Port,IN_TRANSIT,122377.07,2026-03-20 19:51:24,CARR-1881,
PO-991000,Los Angeles Port,Dallas DC,AT_PORT,72284.73,2026-04-01 19:51:24,CARR-4447,
PO-642339,Los Angeles Port,Berlin Factory,DELIVERED,134729.21,2026-04-07 19:51:24,CARR-5944,
PO-115468,Rotterdam,Shanghai Port,IN_TRANSIT,79507.11,2026-03-15 19:51:24,CARR-9323,
PO-119576,Tokyo Port,Dallas DC,DELAYED,74905.38,2026-04-18 19:51:24,CARR-5798,Handle with care
PO-608768,Rotterdam,Tokyo Port,AT_PORT,170529.0,2026-03-19 19:51:24,CARR-3944,
PO-194388,Dallas DC,Los Angeles Port,IN_TRANSIT,111140.66,2026-03-20 19:51:24,CARR-1000,
PO-361574,Tokyo Port,Dallas DC,IN_TRANSIT,124241.12,2026-03-16 19:51:24,CARR-1078,
PO-146855,Tokyo Port,Berlin Factory,AT_PORT,180445.05,2026-03-18 19:51:24,CARR-5753,
PO-178263,Los Angeles Port,Dallas DC,IN_TRANSIT,211028.96,2026-03-15 19:51:24,CARR-9902,
PO-601850,Rotterdam,Los Angeles Port,IN_TRANSIT,240652.65,2026-04-15 19:51:24,CARR-5608,
PO-583906,Shanghai Port,Los Angeles Port,AT_PORT,102331.25,2026-04-22 19:51:24,CARR-4481,
PO-751560,Dallas DC,Tokyo Port,IN_TRANSIT,88221.65,2026-03-14 19:51:24,CARR-2486,
PO-924061,Shanghai Port,Los Angeles Port,AT_PORT,108584.58,2026-03-29 19:51:24,CARR-3713,
PO-588324,Berlin Factory,Rotterdam,IN_TRANSIT,184922.53,2026-04-16 19:51:24,CARR-9892,Handle with care
PO-278268,Rotterdam,Los Angeles Port,AT_PORT,199654.22,2026-04-02 19:51:24,CARR-5931,
PO-333551,Berlin Factory,Los Angeles Port,IN_TRANSIT,89373.81,2026-03-30 19:51:24,CARR-5543,Handle with care
PO-541085,Shanghai Port,Tokyo Port,IN_TRANSIT,15866.43,2026-04-01 19:51:24,CARR-4228,
PO-816204,Rotterdam,Berlin Factory,AT_PORT,74379.38,2026-04-20 19:51:24,CARR-5198,
PO-821573,Berlin Factory,Rotterdam,DELAYED,11394.41,2026-04-16 19:51:24,CARR-8443,
PO-882417,Shanghai Port,Tokyo Port,IN_TRANSIT,94814.71,2026-03-23 19:51:24,CARR-1814,
PO-936867,Rotterdam,Dallas DC,IN_TRANSIT,215096.4,2026-04-08 19:51:24,CARR-9526,
PO-736313,Los Angeles Port,Tokyo Port,CUSTOMS_HOLD,218190.35,2026-03-16 19:51:24,CARR-3637,
PO-251670,Shanghai Port,Dallas DC,IN_TRANSIT,184894.97,2026-04-14 19:51:24,CARR-4450,
PO-980140,Los Angeles Port,Dallas DC,DELIVERED,68619.74,2026-04-08 19:51:24,CARR-7208,
PO-564397,Shanghai Port,Rotterdam,AT_PORT,76692.49,2026-04-06 19:51:24,CARR-7811,Handle with care
PO-742515,Berlin Factory,Dallas DC,DELAYED,45084.02,2026-04-04 19:51:24,CARR-7202,
PO-212868,Dallas DC,Rotterdam,IN_TRANSIT,5523.07,2026-04-07 19:51:24,CARR-7067,
PO-725647,Berlin Factory,Shanghai Port,IN_TRANSIT,122608.61,2026-04-21 19:51:24,CARR-9054,
PO-807848,Shanghai Port,Rotterdam,DELIVERED,147330.28,2026-04-10 19:51:24,CARR-4719,Handle with care
PO-973506,Los Angeles Port,Rotterdam,IN_TRANSIT,249844.06,2026-04-03 19:51:24,CARR-4513,
PO-707893,Tokyo Port,Rotterdam,AT_PORT,12355.93,2026-04-16 19:51:24,CARR-2129,
PO-269850,Los Angeles Port,Dallas DC,DELAYED,65481.51,2026-04-05 19:51:24,CARR-1854,Handle with care
PO-832722,Los Angeles Port,Berlin Factory,CUSTOMS_HOLD,218190.96,2026-03-17 19:51:24,CARR-1137,
PO-170777,Los Angeles Port,Tokyo Port,AT_PORT,241041.42,2026-03-13 19:51:24,CARR-2443,
PO-684434,Tokyo Port,Berlin Factory,DELAYED,26673.33,2026-03-19 19:51:24,CARR-9820,
PO-218378,Tokyo Port,Los Angeles Port,DELIVERED,220520.63,2026-04-08 19:51:24,CARR-5458,
PO-728122,Berlin Factory,Los Angeles Port,DELAYED,138594.97,2026-04-09 19:51:24,CARR-2518,
PO-847194,Shanghai Port,Los Angeles Port,AT_PORT,105099.46,2026-03-20 19:51:24,CARR-5104,
PO-793824,Berlin Factory,Los Angeles Port,DELAYED,106118.66,2026-03-24 19:51:24,CARR-9051,
PO-297863,Dallas DC,Shanghai Port,DELIVERED,155400.7,2026-03-17 19:51:24,CARR-9601,
PO-434514,Los Angeles Port,Rotterdam,AT_PORT,121605.16,2026-04-13 19:51:24,CARR-4795,
PO-448974,Shanghai Port,Berlin Factory,IN_TRANSIT,79253.0,2026-03-17 19:51:24,CARR-1635,
PO-813189,Shanghai Port,Tokyo Port,IN_TRANSIT,94910.13,2026-03-16 19:51:24,CARR-7161,
PO-965315,Los Angeles Port,Berlin Factory,CUSTOMS_HOLD,71667.74,2026-03-23 19:51:24,CARR-6788,
PO-792284,Berlin Factory,Dallas DC,AT_PORT,82393.95,2026-04-21 19:51:24,CARR-1788,
PO-446132,Shanghai Port,Tokyo Port,IN_TRANSIT,213119.23,2026-03-14 19:51:24,CARR-6379,
PO-334721,Tokyo Port,Los Angeles Port,IN_TRANSIT,89161.17,2026-04-11 19:51:24,CARR-7015,
PO-773232,Rotterdam,Shanghai Port,AT_PORT,58273.78,2026-03-27 19:51:24,CARR-4957,
PO-524521,Tokyo Port,Shanghai Port,AT_PORT,74505.21,2026-04-13 19:51:24,CARR-8160,
PO-253987,Los Angeles Port,Dallas DC,CUSTOMS_HOLD,38298.81,2026-04-17 19:51:24,CARR-3021,Handle with care
PO-261778,Tokyo Port,Berlin Factory,AT_PORT,152638.17,2026-03-16 19:51:24,CARR-6562,
PO-530349,Los Angeles Port,Berlin Factory,IN_TRANSIT,8572.97,2026-03-21 19:51:24,CARR-7338,
PO-650375,Los Angeles Port,Shanghai Port,IN_TRANSIT,188407.3,2026-03-29 19:51:24,CARR-9444,Handle with care
PO-174557,Rotterdam,Dallas DC,DELAYED,242010.73,2026-04-14 19:51:24,CARR-7205,
PO-929319,Berlin Factory,Los Angeles Port,DELAYED,182896.0,2026-04-06 19:51:24,CARR-9261,Handle with care
PO-146794,Rotterdam,Tokyo Port,AT_PORT,172947.75,2026-03-22 19:51:24,CARR-9818,
PO-339550,Los Angeles Port,Dallas DC,IN_TRANSIT,109969.98,2026-03-16 19:51:24,CARR-9231,
PO-498823,Shanghai Port,Tokyo Port,CUSTOMS_HOLD,227530.4,2026-03-19 19:51:24,CARR-2655,
PO-283129,Dallas DC,Tokyo Port,IN_TRANSIT,95077.01,2026-04-21 19:51:24,CARR-7665,
PO-190382,Tokyo Port,Shanghai Port,CUSTOMS_HOLD,20917.49,2026-04-09 19:51:24,CARR-6175,Handle with care
PO-930495,Dallas DC,Shanghai Port,IN_TRANSIT,82712.57,2026-03-24 19:51:24,CARR-4509,Handle with care
PO-628427,Berlin Factory,Shanghai Port,AT_PORT,241459.62,2026-04-12 19:51:24,CARR-8842,
PO-310936,Los Angeles Port,Berlin Factory,IN_TRANSIT,229084.8,2026-04-12 19:51:24,CARR-7790,
PO-414886,Berlin Factory,Shanghai Port,IN_TRANSIT,94435.06,2026-03-13 19:51:24,CARR-6860,
PO-815850,Rotterdam,Los Angeles Port,DELIVERED,64649.03,2026-04-09 19:51:24,CARR-2434,
PO-957033,Shanghai Port,Los Angeles Port,IN_TRANSIT,45430.44,2026-03-15 19:51:24,CARR-7212,
PO-136421,Tokyo Port,Rotterdam,AT_PORT,90005.03,2026-03-30 19:51:24,CARR-4191,
PO-181628,Dallas DC,Tokyo Port,AT_PORT,129264.24,2026-03-25 19:51:24,CARR-5637,
PO-810274,Rotterdam,Dallas DC,IN_TRANSIT,167501.66,2026-04-22 19:51:24,CARR-7087,Handle with care
PO-155507,Shanghai Port,Rotterdam,CUSTOMS_HOLD,166786.29,2026-03-30 19:51:24,CARR-3532,
PO-504419,Tokyo Port,Shanghai Port,IN_TRANSIT,30614.05,2026-04-13 19:51:24,CARR-2212,
PO-667844,Shanghai Port,Tokyo Port,AT_PORT,75393.15,2026-03-30 19:51:24,CARR-1196,
PO-712972,Berlin Factory,Shanghai Port,AT_PORT,28343.9,2026-04-07 19:51:24,CARR-3830,Handle with care
PO-410958,Shanghai Port,Dallas DC,IN_TRANSIT,188523.01,2026-03-31 19:51:24,CARR-6973,
PO-677557,Tokyo Port,Los Angeles Port,IN_TRANSIT,17599.37,2026-03-18 19:51:24,CARR-8773,
PO-446826,Rotterdam,Shanghai Port,AT_PORT,123578.27,2026-04-19 19:51:24,CARR-2980,
PO-170518,Rotterdam,Shanghai Port,DELAYED,91180.15,2026-04-20 19:51:24,CARR-5478,
PO-303957,Shanghai Port,Dallas DC,AT_PORT,145793.35,2026-03-21 19:51:24,CARR-3303,Handle with care
PO-750024,Tokyo Port,Los Angeles Port,DELAYED,144940.02,2026-03-24 19:51:24,CARR-5434,
PO-779630,Los Angeles Port,Rotterdam,IN_TRANSIT,205869.01,2026-03-20 19:51:24,CARR-6464,
PO-410033,Rotterdam,Berlin Factory,IN_TRANSIT,139715.05,2026-03-19 19:51:24,CARR-8616,
PO-418640,Shanghai Port,Rotterdam,IN_TRANSIT,10434.54,2026-03-16 19:51:24,CARR-5114,
PO-294769,Tokyo Port,Dallas DC,IN_TRANSIT,152618.17,2026-04-15 19:51:24,CARR-1811,
PO-718874,Shanghai Port,Tokyo Port,IN_TRANSIT,179731.36,2026-03-23 19:51:24,CARR-1055,
PO-252918,Shanghai Port,Berlin Factory,AT_PORT,193500.73,2026-03-14 19:51:24,CARR-3512,
PO-242676,Los Angeles Port,Dallas DC,IN_TRANSIT,37938.67,2026-03-15 19:51:24,CARR-4719,
PO-950033,Berlin Factory,Dallas DC,CUSTOMS_HOLD,173847.68,2026-03-13 19:51:24,CARR-9644,
PO-198744,Los Angeles Port,Shanghai Port,IN_TRANSIT,198585.41,2026-04-21 19:51:24,CARR-6712,
PO-631253,Rotterdam,Shanghai Port,IN_TRANSIT,200559.3,2026-04-12 19:51:24,CARR-2395,
PO-321494,Rotterdam,Shanghai Port,DELAYED,97585.54,2026-04-03 19:51:24,CARR-9507,
PO-467633,Rotterdam,Shanghai Port,IN_TRANSIT,202314.09,2026-04-18 19:51:24,CARR-1298,
PO-156968,Shanghai Port,Tokyo Port,CUSTOMS_HOLD,28536.12,2026-04-09 19:51:24,CARR-1488,
PO-157915,Los Angeles Port,Tokyo Port,IN_TRANSIT,158101.91,2026-04-19 19:51:24,CARR-5048,
PO-943363,Shanghai Port,Berlin Factory,DELIVERED,224504.39,2026-03-14 19:51:24,CARR-1345,
PO-698360,Berlin Factory,Rotterdam,DELIVERED,183660.39,2026-03-27 19:51:24,CARR-7586,
PO-783480,Rotterdam,Dallas DC,DELAYED,18720.25,2026-04-06 19:51:24,CARR-8467,
PO-475768,Dallas DC,Tokyo Port,AT_PORT,141834.36,2026-04-22 19:51:24,CARR-9973,
PO-717447,Dallas DC,Rotterdam,IN_TRANSIT,35064.52,2026-04-22 19:51:24,CARR-7148,
PO-970468,Dallas DC,Shanghai Port,DELAYED,188762.26,2026-03-18 19:51:24,CARR-8289,
PO-660275,Rotterdam,Berlin Factory,DELAYED,177846.17,2026-04-09 19:51:24,CARR-4363,
PO-551672,Tokyo Port,Berlin Factory,AT_PORT,199356.48,2026-04-12 19:51:24,CARR-9075,
PO-679299,Los Angeles Port,Dallas DC,IN_TRANSIT,130444.02,2026-03-21 19:51:24,CARR-4501,
PO-675212,Berlin Factory,Los Angeles Port,IN_TRANSIT,142553.81,2026-03-17 19:51:24,CARR-6061,
PO-522183,Berlin Factory,Shanghai Port,IN_TRANSIT,201904.51,2026-03-20 19:51:24,CARR-8093,
PO-804737,Berlin Factory,Rotterdam,DELIVERED,179426.82,2026-03-31 19:51:24,CARR-3799,
PO-382017,Berlin Factory,Dallas DC,IN_TRANSIT,220690.51,2026-04-01 19:51:24,CARR-9911,
PO-933259,Rotterdam,Berlin Factory,IN_TRANSIT,168182.64,2026-03-19 19:51:24,CARR-9084,Handle with care
PO-359883,Los Angeles Port,Rotterdam,IN_TRANSIT,165529.19,2026-03-22 19:51:24,CARR-1507,
PO-468391,Tokyo Port,Berlin Factory,IN_TRANSIT,123319.16,2026-04-10 19:51:24,CARR-6674,
PO-135362,Shanghai Port,Tokyo Port,IN_TRANSIT,121084.99,2026-03-30 19:51:24,CARR-8037,
PO-317251,Dallas DC,Los Angeles Port,DELAYED,98252.37,2026-03-25 19:51:24,CARR-9559,
PO-798170,Rotterdam,Los Angeles Port,IN_TRANSIT,216628.31,2026-04-20 19:51:24,CARR-1518,
PO-142083,Berlin Factory,Dallas DC,AT_PORT,92877.49,2026-04-07 19:51:24,CARR-3251,
PO-406419,Dallas DC,Tokyo Port,CUSTOMS_HOLD,223897.53,2026-03-17 19:51:24,CARR-3595,
PO-686621,Berlin Factory,Los Angeles Port,IN_TRANSIT,240215.34,2026-04-04 19:51:24,CARR-4917,
PO-965366,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,74364.77,2026-03-31 19:51:24,CARR-6537,Handle with care
PO-998179,Dallas DC,Tokyo Port,AT_PORT,101045.37,2026-03-30 19:51:24,CARR-5763,
PO-149365,Rotterdam,Los Angeles Port,AT_PORT,12601.03,2026-04-07 19:51:24,CARR-2781,
PO-973831,Berlin Factory,Dallas DC,CUSTOMS_HOLD,69836.13,2026-04-09 19:51:24,CARR-3418,
PO-758536,Dallas DC,Shanghai Port,CUSTOMS_HOLD,207241.28,2026-03-22 19:51:24,CARR-2345,Handle with care
PO-452327,Tokyo Port,Dallas DC,IN_TRANSIT,145490.16,2026-04-15 19:51:24,CARR-4201,
PO-561484,Rotterdam,Shanghai Port,IN_TRANSIT,21100.36,2026-03-30 19:51:24,CARR-1335,
PO-150672,Los Angeles Port,Rotterdam,IN_TRANSIT,93542.58,2026-04-07 19:51:24,CARR-5287,
PO-878535,Tokyo Port,Shanghai Port,DELAYED,196735.48,2026-04-12 19:51:24,CARR-7653,
PO-292576,Berlin Factory,Dallas DC,AT_PORT,229147.71,2026-04-04 19:51:24,CARR-7135,
PO-259712,Tokyo Port,Los Angeles Port,AT_PORT,207308.95,2026-03-19 19:51:24,CARR-5278,
PO-487456,Berlin Factory,Rotterdam,IN_TRANSIT,129061.54,2026-03-23 19:51:24,CARR-8873,
PO-771563,Dallas DC,Rotterdam,AT_PORT,71639.53,2026-04-01 19:51:24,CARR-9062,
PO-601764,Tokyo Port,Los Angeles Port,IN_TRANSIT,35038.81,2026-04-10 19:51:24,CARR-7093,
PO-592617,Los Angeles Port,Dallas DC,DELAYED,100545.0,2026-03-28 19:51:24,CARR-5354,
PO-162500,Tokyo Port,Berlin Factory,DELAYED,115332.89,2026-03-23 19:51:24,CARR-1749,
PO-194790,Dallas DC,Tokyo Port,DELIVERED,187110.9,2026-03-20 19:51:24,CARR-2785,
PO-812433,Shanghai Port,Los Angeles Port,IN_TRANSIT,205146.11,2026-03-20 19:51:24,CARR-2867,
PO-992794,Tokyo Port,Rotterdam,DELIVERED,200313.01,2026-04-01 19:51:24,CARR-3917,
PO-686005,Los Angeles Port,Tokyo Port,IN_TRANSIT,7180.96,2026-04-03 19:51:24,CARR-7416,
PO-308417,Los Angeles Port,Berlin Factory,DELAYED,193973.52,2026-04-03 19:51:24,CARR-9781,
PO-929771,Dallas DC,Berlin Factory,AT_PORT,128225.28,2026-03-25 19:51:24,CARR-5695,
PO-884364,Berlin Factory,Shanghai Port,DELIVERED,142702.7,2026-04-07 19:51:24,CARR-6369,
PO-325365,Tokyo Port,Rotterdam,DELAYED,185452.6,2026-04-07 19:51:24,CARR-7901,
PO-565085,Dallas DC,Berlin Factory,IN_TRANSIT,128786.8,2026-04-16 19:51:24,CARR-8948,
PO-921155,Shanghai Port,Dallas DC,IN_TRANSIT,239752.86,2026-04-03 19:51:24,CARR-3615,
PO-687674,Los Angeles Port,Berlin Factory,IN_TRANSIT,96911.54,2026-04-04 19:51:24,CARR-7772,Handle with care
PO-643006,Dallas DC,Berlin Factory,IN_TRANSIT,98498.09,2026-04-12 19:51:24,CARR-5219,
PO-690853,Dallas DC,Rotterdam,DELAYED,160942.69,2026-03-16 19:51:24,CARR-9488,Handle with care
PO-111454,Dallas DC,Shanghai Port,AT_PORT,238512.26,2026-03-19 19:51:24,CARR-5707,
PO-530870,Tokyo Port,Berlin Factory,IN_TRANSIT,246356.62,2026-03-26 19:51:24,CARR-1594,Handle with care
PO-217933,Berlin Factory,Dallas DC,DELIVERED,36825.46,2026-03-13 19:51:24,CARR-4963,
PO-771579,Los Angeles Port,Shanghai Port,IN_TRANSIT,46569.25,2026-03-29 19:51:24,CARR-7233,Handle with care
PO-531871,Los Angeles Port,Shanghai Port,DELIVERED,32074.18,2026-03-18 19:51:24,CARR-4917,Handle with care
PO-301759,Rotterdam,Berlin Factory,IN_TRANSIT,8073.35,2026-03-17 19:51:24,CARR-7800,Handle with care
PO-339315,Shanghai Port,Los Angeles Port,IN_TRANSIT,84760.02,2026-03-13 19:51:24,CARR-1551,Handle with care
PO-982647,Berlin Factory,Los Angeles Port,IN_TRANSIT,69859.33,2026-04-06 19:51:24,CARR-7115,
PO-928639,Tokyo Port,Dallas DC,IN_TRANSIT,41229.38,2026-03-18 19:51:24,CARR-2826,
PO-120588,Shanghai Port,Tokyo Port,IN_TRANSIT,48434.37,2026-04-14 19:51:24,CARR-5445,
PO-377614,Tokyo Port,Rotterdam,DELAYED,192374.7,2026-03-15 19:51:24,CARR-5374,
PO-881487,Tokyo Port,Rotterdam,AT_PORT,236075.24,2026-03-13 19:51:24,CARR-7808,
PO-799495,Dallas DC,Los Angeles Port,DELAYED,238043.73,2026-03-13 19:51:24,CARR-3240,
PO-262834,Dallas DC,Los Angeles Port,IN_TRANSIT,233939.75,2026-04-05 19:51:24,CARR-1532,
PO-577549,Tokyo Port,Berlin Factory,IN_TRANSIT,229831.82,2026-03-22 19:51:24,CARR-2071,
PO-426430,Tokyo Port,Shanghai Port,IN_TRANSIT,247259.01,2026-03-23 19:51:24,CARR-8513,Handle with care
PO-247524,Tokyo Port,Los Angeles Port,IN_TRANSIT,127300.54,2026-04-10 19:51:24,CARR-7926,
PO-724587,Los Angeles Port,Tokyo Port,IN_TRANSIT,24233.89,2026-04-04 19:51:24,CARR-8769,
PO-974041,Tokyo Port,Shanghai Port,IN_TRANSIT,38017.39,2026-04-05 19:51:24,CARR-9756,
PO-821868,Dallas DC,Los Angeles Port,IN_TRANSIT,108317.92,2026-04-08 19:51:24,CARR-3398,Handle with care
PO-694526,Dallas DC,Shanghai Port,IN_TRANSIT,185273.23,2026-04-18 19:51:24,CARR-2187,Handle with care
PO-666560,Rotterdam,Berlin Factory,IN_TRANSIT,141313.81,2026-03-16 19:51:24,CARR-8586,
PO-586562,Shanghai Port,Rotterdam,AT_PORT,249656.44,2026-03-26 19:51:24,CARR-3181,Handle with care
PO-627969,Los Angeles Port,Shanghai Port,AT_PORT,21846.55,2026-04-05 19:51:24,CARR-7837,
PO-108239,Los Angeles Port,Dallas DC,DELIVERED,28886.97,2026-03-15 19:51:24,CARR-8760,
PO-661238,Dallas DC,Berlin Factory,DELIVERED,65829.57,2026-03-30 19:51:24,CARR-4536,
PO-544083,Shanghai Port,Tokyo Port,DELIVERED,213999.85,2026-04-14 19:51:24,CARR-2966,Handle with care
PO-769520,Los Angeles Port,Shanghai Port,DELAYED,197396.64,2026-03-27 19:51:24,CARR-6745,
PO-706912,Berlin Factory,Tokyo Port,DELIVERED,95700.37,2026-04-10 19:51:24,CARR-9018,
PO-724646,Shanghai Port,Los Angeles Port,IN_TRANSIT,195308.67,2026-04-08 19:51:24,CARR-2949,
PO-346569,Shanghai Port,Dallas DC,DELAYED,211395.35,2026-03-23 19:51:24,CARR-5242,
PO-640933,Berlin Factory,Dallas DC,IN_TRANSIT,49104.87,2026-03-25 19:51:24,CARR-4978,
